, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10
 0,3.161067176672165,0.5272952091112679,0.07890991241245547,0.015732817428028505,0.012782914160273162,0.004424854901633017,0.0007374758169388363,0.0,0.0,0.0,0.0
 1,3.760880841115752,1.711435545842726,0.2716369259058047,0.06342292025673991,0.02900738213292756,0.011062137254082543,0.0002458252723129454,0.0,0.0,0.0,0.0
 2,0.7795119385043499,0.571789583399911,5.926355664920488,1.1177675132069627,0.2101806078275683,0.0801390387740202,0.004424854901633017,0.0,0.0,0.0,0.0
 3,0.26475381828104216,0.216080414363079,2.194236380665351,14.865545867308436,2.7139110063349174,0.8893958352282365,0.13397477341055525,0.004179029629320072,0.0,0.0,0.0
 4,0.11578370325939727,0.06956855206456354,0.6819193053961106,2.105493457360377,17.9582736182776,4.550471615784932,0.9083243811963333,0.056293987359664496,0.001229126361564727,0.0,0.0
 5,0.024336701958981594,0.006391457080136581,0.07915573768476841,0.2989235311325416,1.2025772321549288,13.665426887876636,3.7299068568043205,0.40143266968703983,0.025565828320546324,0.0,0.0
 6,0.001229126361564727,0.0002458252723129454,0.002458252723129454,0.014995341611089669,0.057031463176603334,0.9673224465514403,7.068214054814119,1.6902945724238128,0.18928545968096797,0.002458252723129454,0.0002458252723129454
 7,0.0,0.0,0.0,0.0002458252723129454,0.0009833010892517815,0.014749516338776724,0.4958295742552109,2.4098251444838037,0.5921930810018855,0.0292532074052405,0.0002458252723129454
 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0027040779954423996,0.12192933506722091,0.6030093929836551,0.11086719781313838,0.001966602178503563
 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011553787798708434,0.09267612766198043,0.008358059258640143
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004916505446258908,0.007374758169388362
