, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10
 0,3.670375351509964,0.5037290622325468,0.0,0.002445286709866732,0.04156987406773444,0.009781146839466928,0.002445286709866732,0.0,0.0,0.0,0.0
 1,5.1033133634918695,0.87541264213229,0.0,0.012226433549333659,0.08069446142560216,0.019562293678933855,0.0,0.0,0.0,0.0,0.0
 2,0.4303704609365448,0.40347230712801074,0.6308839711456169,1.2593226555813668,0.7800464604474875,0.22007580388800585,0.0464604474874679,0.0073358601296001965,0.0,0.0,0.0
 3,0.25675510453600686,0.5501895097200147,0.9096466560704243,3.017483799975547,2.9783592126176797,1.4769531727595062,0.6162122508864164,0.13693605575253698,0.009781146839466928,0.0,0.0
 4,0.11981904878346987,0.45482332803521214,0.39613644699841055,2.8707665973835432,4.841667685536129,4.152096833353711,2.7240493947915394,1.1150507396992297,0.11737376207360314,0.002445286709866732,0.0
 5,0.03178872722826751,0.21763051717813917,0.06602274116640176,1.0270204181440274,3.1226311284998167,4.978603741288666,5.2744834331825405,4.802543098178261,0.965888250397359,0.004890573419733464,0.0
 6,0.0,0.024452867098667317,0.002445286709866732,0.14916248930187065,0.8803032155520234,2.288788360435261,4.3037046093654485,7.538818926519135,3.711945225577699,0.09781146839466927,0.002445286709866732
 7,0.0,0.0,0.0,0.0073358601296001965,0.03912458735786771,0.3301137058320088,1.168847047316298,4.301259322655581,6.164567795574031,0.5819782369482822,0.014671720259200393
 8,0.0,0.0,0.0,0.0,0.0,0.0073358601296001965,0.0611321677466683,0.674899131923218,3.274238904511554,1.5062966132779068,0.0929208949749358
 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004890573419733464,0.2347475241472063,0.8656314952928231,0.18828707665973834
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03912458735786771,0.10514732852426947
